Id,SalePrice
1461,121898.87395
1462,156652.790695
1463,183328.276869
1464,194721.115496
1465,194789.213016
1466,170885.464631
1467,176237.269306
1468,163466.339144
1469,187889.112631
1470,118945.976996
1471,196721.921393
1472,97409.4327793
1473,97105.6918157
1474,145809.782528
1475,112824.197147
1476,379140.627966
1477,256047.705454
1478,292758.039669
1479,283892.161049
1480,498656.193602
1481,319620.541081
1482,210284.648713
1483,181785.705849
1484,163766.832501
1485,189341.454983
1486,195727.673559
1487,328489.261825
1488,234424.664128
1489,196276.985949
1490,228713.570025
1491,194017.822553
1492,91827.3009579
1493,176562.584184
1494,296448.133475
1495,289393.828764
1496,229342.329957
1497,179719.483074
1498,167551.38199
1499,158896.844288
1500,148742.270182
1501,175845.645304
1502,143501.998848
1503,289125.118927
1504,238264.635319
1505,224901.382058
1506,187626.758992
1507,244674.843008
1508,202751.815009
1509,161006.677011
1510,142912.240738
1511,154838.189115
1512,172650.616343
1513,145862.129915
1514,160769.552332
1515,196043.255867
1516,154656.502568
1517,165326.560231
1518,131880.839593
1519,217721.78856
1520,127733.558984
1521,133789.963688
1522,174508.592506
1523,112557.584314
1524,128174.629542
1525,122506.447498
1526,112341.08234
1527,102213.260586
1528,138317.991251
1529,149023.28493
1530,178298.887103
1531,103992.443887
1532,97560.8149212
1533,149360.750358
1534,128502.116177
1535,155335.308956
1536,109420.429137
1537,63470.7643353
1538,151468.33331
1539,184724.077424
1540,96482.9534726
1541,144907.250914
1542,144363.350733
1543,207611.189971
1544,87031.0636445
1545,114159.149966
1546,132979.803508
1547,136483.68537
1548,139546.95734
1549,116159.015722
1550,133311.301769
1551,112109.430665
1552,130113.339394
1553,147399.40903
1554,111983.527656
1555,163896.254271
1556,86215.9659995
1557,110084.837798
1558,98860.5649584
1559,73194.83042
1560,132116.76746
1561,133130.674531
1562,128951.19887
1563,120025.952831
1564,158648.036047
1565,148600.595416
1566,237317.536551
1567,77006.0677302
1568,233748.212631
1569,140717.037281
1570,134930.081571
1571,118114.706861
1572,145374.161182
1573,242282.09474
1574,116899.572746
1575,218648.144555
1576,245126.523119
1577,185378.653784
1578,143180.265462
1579,145826.355294
1580,195227.893803
1581,153028.378414
1582,123728.39294
1583,309639.200202
1584,222743.026363
1585,138905.721796
1586,68858.041101
1587,102922.86095
1588,149667.4378
1589,101673.752235
1590,135417.869651
1591,94052.6943646
1592,120627.551521
1593,124229.008786
1594,133561.722862
1595,108034.464916
1596,234783.807753
1597,188966.762186
1598,220007.455689
1599,166106.557198
1600,162092.112544
1601,68770.7333877
1602,116854.599609
1603,77008.4438362
1604,260078.654813
1605,244720.577467
1606,170289.172408
1607,171678.300016
1608,214167.498307
1609,185170.867472
1610,151529.565595
1611,139850.747149
1612,170942.156766
1613,166230.218002
1614,121486.361274
1615,89613.9221728
1616,75398.4562515
1617,92849.22634
1618,127078.99007
1619,136515.691124
1620,153519.10676
1621,140560.530969
1622,139676.740831
1623,261228.19465
1624,215814.483937
1625,119489.972575
1626,167790.101923
1627,195092.86962
1628,273719.914083
1629,178020.922561
1630,360230.881581
1631,223358.949588
1632,245805.106891
1633,173280.777512
1634,185738.848661
1635,176013.510247
1636,152697.690875
1637,201463.466976
1638,185783.02922
1639,187404.792852
1640,261391.846397
1641,179287.141196
1642,233858.4117
1643,220434.30115
1644,234184.802105
1645,201819.177124
1646,158051.287657
1647,158294.423346
1648,129687.01638
1649,140140.082111
1650,112698.640013
1651,120888.852071
1652,99075.8906215
1653,100744.378896
1654,145619.445331
1655,137034.370535
1656,141726.237411
1657,148640.844932
1658,145450.198859
1659,120491.454384
1660,151072.953826
1661,460837.481869
1662,400934.556902
1663,389449.831145
1664,501339.411835
1665,311912.475982
1666,317385.5996
1667,378203.381431
1668,343990.283973
1669,292260.188688
1670,351017.423393
1671,267144.063866
1672,447640.479597
1673,288852.67439
1674,242677.315354
1675,198851.871559
1676,192505.431802
1677,223840.685768
1678,472291.786959
1679,374097.99725
1680,345775.025954
1681,247406.434801
1682,297504.381524
1683,184388.903162
1684,173897.227628
1685,172501.117146
1686,169771.215126
1687,172221.230363
1688,191166.405044
1689,190286.900847
1690,194306.325831
1691,183672.925578
1692,255161.392114
1693,170664.705092
1694,182323.361438
1695,166187.809547
1696,273807.610663
1697,170465.663528
1698,355269.55771
1699,318510.042832
1700,250256.714274
1701,269732.819144
1702,252480.057116
1703,246837.818467
1704,281004.611804
1705,231947.475999
1706,434299.994297
1707,211767.535302
1708,205111.734565
1709,268726.492549
1710,220566.916508
1711,262335.845908
1712,266970.75046
1713,274120.668098
1714,223928.166885
1715,203236.113936
1716,185345.493456
1717,172565.621604
1718,139538.475664
1719,200848.145411
1720,232259.660888
1721,160592.905856
1722,126097.125933
1723,154297.357542
1724,206589.902417
1725,238185.771304
1726,184503.089215
1727,160217.890909
1728,169933.065281
1729,167273.115453
1730,156141.87705
1731,121085.257953
1732,127266.060841
1733,115552.261926
1734,118189.095228
1735,123524.691627
1736,110704.263347
1737,299392.359493
1738,244046.385025
1739,256571.502275
1740,217060.074163
1741,193957.509305
1742,172379.12612
1743,175076.282974
1744,319142.446671
1745,229454.346755
1746,181005.646112
1747,214785.288374
1748,218260.690646
1749,143641.434209
1750,127126.454528
1751,252992.580379
1752,115695.002207
1753,146499.059307
1754,191963.328538
1755,170676.429111
1756,127181.972621
1757,122302.39093
1758,142465.765901
1759,161407.24819
1760,166598.372744
1761,148327.67172
1762,173825.89678
1763,180129.600756
1764,112609.838451
1765,161071.802006
1766,182536.454344
1767,232387.257431
1768,141507.057734
1769,173111.784612
1770,150736.765099
1771,119700.465798
1772,134487.602701
1773,123334.564474
1774,141362.85055
1775,140397.563543
1776,123599.809557
1777,113370.874081
1778,140331.554765
1779,117515.158426
1780,179382.889113
1781,129223.145432
1782,87642.9595131
1783,139896.330155
1784,105636.282131
1785,121375.728381
1786,131839.727405
1787,160268.96137
1788,58897.593658
1789,96326.6737779
1790,75714.0197677
1791,181888.205213
1792,164101.504049
1793,129490.744325
1794,155298.47438
1795,136225.347545
1796,117887.956016
1797,114952.352258
1798,120722.417502
1799,111048.76466
1800,130184.366123
1801,128139.408558
1802,128355.210624
1803,146956.500586
1804,142219.308861
1805,136076.678817
1806,127630.383888
1807,133756.439176
1808,121421.50943
1809,120018.666761
1810,136843.208894
1811,100423.374291
1812,100186.5135
1813,122539.049988
1814,96956.6612382
1815,54163.5790444
1816,103120.42761
1817,107509.854524
1818,145019.692802
1819,120328.607777
1820,53854.264662
1821,109588.331542
1822,147436.664043
1823,45236.5729582
1824,133224.373276
1825,130193.889423
1826,104939.415589
1827,102520.631783
1828,135962.632601
1829,125893.253483
1830,142995.583876
1831,147802.103414
1832,81476.7728143
1833,137642.777632
1834,116517.09018
1835,122494.677782
1836,126261.916044
1837,88711.1614565
1838,120380.806689
1839,97283.6497935
1840,145285.442598
1841,138766.422359
1842,86038.5787569
1843,129905.861267
1844,132539.892964
1845,140390.627827
1846,156909.672347
1847,163418.535533
1848,56265.1777645
1849,112215.306897
1850,115396.54537
1851,156847.199486
1852,125365.446862
1853,125484.699409
1854,170040.03166
1855,151248.712667
1856,224075.65006
1857,141809.709363
1858,138966.104341
1859,115958.154254
1860,151535.362343
1861,115372.182977
1862,308227.844586
1863,292558.668582
1864,292709.216768
1865,333887.881084
1866,326022.055621
1867,227890.79891
1868,298812.351563
1869,204944.446677
1870,223069.669636
1871,240110.040582
1872,172168.076529
1873,251271.647635
1874,147759.250146
1875,200413.681746
1876,197564.547748
1877,209294.267997
1878,200943.295992
1879,128732.630255
1880,129964.970069
1881,243368.553212
1882,249533.081492
1883,188489.24967
1884,205601.78849
1885,236548.244295
1886,286001.826289
1887,212390.858806
1888,273172.732837
1889,165937.129818
1890,116706.532252
1891,130655.746266
1892,98010.5670298
1893,130665.623886
1894,125398.818059
1895,133208.228514
1896,125864.028932
1897,115679.299256
1898,113383.987614
1899,155457.769694
1900,149201.982049
1901,171961.479429
1902,149098.191237
1903,218946.157447
1904,135451.205433
1905,197398.273908
1906,169586.898673
1907,206928.983818
1908,107537.853266
1909,132379.001352
1910,118869.089529
1911,218387.739084
1912,337408.953741
1913,139842.355351
1914,58712.9703553
1915,300800.74043
1916,67660.0289085
1917,251174.895351
1918,140071.890126
1919,183217.840479
1920,154808.937211
1921,395197.968412
1922,314136.570178
1923,232235.465994
1924,229486.07822
1925,197839.928342
1926,382955.08916
1927,132580.621601
1928,155929.527289
1929,128900.024534
1930,127184.453809
1931,143886.806618
1932,141266.371159
1933,174222.726706
1934,181994.9742
1935,170917.92456
1936,188777.05698
1937,184453.032788
1938,172788.921323
1939,239436.094026
1940,189550.466879
1941,170918.976969
1942,187436.125912
1943,205373.28131
1944,344783.033988
1945,380711.671217
1946,143107.863061
1947,320928.894724
1948,173237.85822
1949,249732.684268
1950,186170.757141
1951,250485.589921
1952,213325.915511
1953,167793.748226
1954,180291.890312
1955,134457.792845
1956,308248.413192
1957,153010.753706
1958,296953.151095
1959,144682.365512
1960,112799.432492
1961,118909.731733
1962,99506.374135
1963,107953.732711
1964,107247.377832
1965,142817.345046
1966,139229.068912
1967,288875.485119
1968,421622.197527
1969,379278.083296
1970,414363.015631
1971,470445.472141
1972,380879.690607
1973,270321.907411
1974,321397.065109
1975,539839.707648
1976,266207.233642
1977,347328.477538
1978,344612.346127
1979,338557.029011
1980,206762.590706
1981,352575.387609
1982,220984.843684
1983,205537.012714
1984,166784.058606
1985,219575.133074
1986,211430.500938
1987,175402.961524
1988,174860.450973
1989,194001.246994
1990,208214.962189
1991,238340.416906
1992,212809.767485
1993,168108.100149
1994,234876.879421
1995,184083.93654
1996,254051.823709
1997,308982.20878
1998,322937.171204
1999,271811.463888
2000,316081.190207
2001,271994.145933
2002,242148.217428
2003,262612.713576
2004,278711.390651
2005,224729.441065
2006,225258.827954
2007,250508.533021
2008,216036.979042
2009,196071.913199
2010,193275.318264
2011,141693.776465
2012,173067.533014
2013,176949.516585
2014,186196.251613
2015,202471.003998
2016,193556.239218
2017,196123.390803
2018,113696.329542
2019,136789.196335
2020,104107.168391
2021,99915.6733717
2022,187886.390862
2023,148459.21486
2024,260311.812791
2025,355082.153628
2026,176128.4244
2027,154812.424824
2028,153115.035883
2029,168205.844746
2030,268840.329025
2031,226644.191121
2032,243300.202844
2033,253025.148475
2034,169541.622891
2035,217037.910581
2036,198313.247713
2037,209195.793799
2038,324345.490092
2039,219924.505762
2040,286087.628156
2041,307127.647484
2042,204614.206161
2043,176754.816581
2044,170667.934455
2045,215967.378896
2046,149404.59908
2047,149794.832136
2048,137830.66207
2049,143880.675438
2050,174787.482044
2051,102934.314079
2052,122161.742429
2053,148203.962298
2054,88337.5622867
2055,154802.072637
2056,142982.154006
2057,112489.229771
2058,221229.363059
2059,129759.111227
2060,178243.457427
2061,175799.955824
2062,128128.650598
2063,114269.48981
2064,138559.884134
2065,120142.204729
2066,159528.375493
2067,110517.711943
2068,145147.588897
2069,88086.6090655
2070,116719.127241
2071,92666.8658279
2072,132769.175274
2073,131280.836729
2074,180049.96648
2075,139158.420168
2076,119864.161464
2077,154669.266062
2078,123227.522953
2079,135037.202254
2080,120236.158956
2081,126684.787637
